Id,q_a,label
1436,does it look like i give a flying fuck? ;],0
1437, im sure she can,0
1438, ahaha shut upp,0
1439, No  Frances Laura Senecal is gorgeous. She's absolutely one of the most beautiful girls i've ever seen.,0
1440, Well i thought that you were at first but I've realized that you're intentions are good and i wanna get your number ;))),0
1441, hehe :},0
1442, Kinda...,0
1443, Haha yepp,0
1444, I appreciate the help ;))),0
1445, Im not a loserrr xD and damn people are nasty  they should learn how to speak properly to a beautiful young lady such as yourself <3,0
1446, IloveyoumoreBABYGIRL<3 (;,0
1447, Give me a hint :),0
1448, why do i cause so much drama? :(,0
1449, If you don't mind me asking  how would you kill me?,0
1450, haha yeeee im awesome(:,0
1451, no problem,0
1452, Dude it's so hilarious I cant stop laughing!!!!,0
1453, Aha love you too<3,0
1454, thanksssssss :),0
1455, hehehe about the bra thing?,0
1456, Sounds like a challenge. How bout you fight me?,0
1457, I think i had it under control Love(;,0
1458, That's good for you  you can stop talking to me.,0
1459, No...,0
1460, You definitely have a chance baby  and I'm really into you too :))) hopefully when i see you there will be some kissing going on<3 and I'm not perfect  YOU are<33,0
1461, Why thank you<3 I'd like to be your stud ;D,0
1462, haha read my previous message :),0
1463, They've been good :),0
1464, Do you play any sports?,0
1465, well then why did you bring it up?,0
1466, hahaha dude you're a badass,0
1467, It's totally fine  don't worry about it :)),0
1468, :?,0
1469, Hahaha ohhhhh  hi :)),0
1470, Oh wow! How do i know you? :),0
1471, Shira? :),0
1472, Ummm she's really not...get your shit straight before you start frontin'.,0
1473, Do you go to Poly?,0
1474, Possibly,0
1475, I dont want people to harass you though :(,0
1476, Alrightt,0
1477, aha sorry im not talking to sabreena  we're just good friends  dumbass.,0
1478, You silly girl :D,0
1479, bahaha idk :) whats goin on?,0
1480, Well i do now :p,0
1481, haha,0
1482, ...no.,0
1483, Haha Im not sure  its just natural ;),0
1484, Hahaha what? :)),0
1485, How am i a player at all? Maybe if you knew me then you would know that im the one who gets played..,0
1486, Ohhhhh I get it now.,0
1487,No. Im not. But thanks for throwing that out there ;),0
1488, Ahh,0
1489, Wow you really are persistent,0
1490, not good  i don't like being teased ;),0
1491, Sikeeeee! that nigga's a lil headbanger :),0
1492, I knowwwww foolllll  they're jealous cause i pull bitches and no one wants their tiny dicks xD bahahaha,0
1493, Yeah. why?,0
1494, Tell me about yourself :),0
1495, give me your number<3 ;),0
1496, No.,0
1497, Frances :),0
1498, nm...just chillin,0
1499, nothin much:),0
1500, Uh I'm not totally sure right now  I'm sort of torn between two people.,0
1501, its more like 5 mins :) and i was delayed by a train ;),0
1502, I know but i knew you would'nt be able to resist the urge to finish it :)),0
1503, yeah :),0
1504, i know  right? ;)),0
1505, :),0
1506, haha well you are the only ninja i know ;),0
1507, no.,0
1508, What?,0
1509, haha ok it'll be our secret,0
1510, Frances don't be so angry  this person is obviously jealous of you in some way and they talk shit on you cause they think you'll stoop to their level so they can be even with  you....don't worry about them  just ignore it<3,0
1511, haha weed is a drug dumbfuck...and you must be jealous of my life since you know so much about it,0
1512, I've actually anticipated that  and I'm already aware that a lot of people hate me...,0
1513, I gotcha :D,0
1514, Thank you :),0
1515, yess its very unfortunate :),0
1516, maybe you should text me NOW!!!! :),0
1517, People keep talking about me on your page :/,0
1518, Then do it(;,0
1519, What? Who is this?,0
1520, What do you mean?,0
1521, Umm its not really your business  maybe if i knew who you were i could tell you...,0
1522, You are :),0
1523, I don't know.,0
1524, Oh thats bad news :/ and nice gay typing dude,0
1525, You're most certainly welcome :) would it be alright if i were to send you a text message? ;D,0
1526, What happened?,0
1527, Hi my name is Nico. Its a pleasure to meet you :),0
1528, Dude thank you sooo much  that's what I've always wanted!!! Haha,0
1529, Who are you? :-),0
1530, And why are you trying to give me advice.?,0
1531, I would if i could  but i cant :(,0
1532, Hahaha well then i can't fight you canI? and if you don't mind me asking  why do you dislike her?,0
1533, Aww thanks <3 I wonder who this could be? ;))),0
1534, did we have any classes together this year?,0
1535, Thanks for the memo  if you would reveal your identity we could continue this conversation in depth :),0
1536, Hello to you to :),0
1537, kkkkk i think ive got this message like 18 times already haha,0
1538, bien. which is good in spanish. hahaha musta?,0
1539, Thanks. It was in Panama with 7 other chicks. Funn times.,0
1540, Ohhh uhhh?? No to be honest.,0
1541, yup probably,0
1542, .,0
1543, Im a very happy person but I could definantly be happier with some different aspects i my life.,0
1544, Smile. Ethnicity. Eyes. in that order the most. and my least favorite feature would be my height  but only because forever I wanted to be a model and in America you have to be likeee 7' anorexic giraffe. hahhaa,0
1545, smile. eyes. complection,0
1546, hmmm..she knows a lot. she doesnt know....uhhh that ive smoked pot before. that i want to change the world more than what i just say out loud. how much i hate money.,0
1547, Anything thai and spicy.r mexican.r Veggies :]r Grapes  strawberries  Fruit. har And Rice. r I love food btw.,0
1548, yes. i have before :) i gave a dude a jump on my way to school hahaha,0
1549, BAD! the world without bees would mean we would die out in about 5 yrs..thats really bad! :(r SAVE THE BEES!,0
1550, fly most definantly.,0
1551, Like 6 or so but I like a couple enough to wear all the time. ;],0
1552, hahaha,0
1553, i guess the other people in it?,0
1554, remembering. but i have some crazzyyy dreams haha,0
1555, Theodore. He always gets yelled at :),0
1556, yepp,0
1557, What was the question?,0
1558, ehh idk?,0
1559, random yes. lol,0
1560, not grandparents..,0
1561, i need a job hahaha,0
1562, Nope. I don't want to be a doctor. Only a nurse. traveling nurse actually :],0
1563, show your face,0
1564, idk but thats a good question. i always wonder the same thing. and why the parents allow them to be in it in the first place?,0
1565, yes they are.,0
1566, not legally.,0
1567, buncha dream questions...hahaha r r its a mix of both real and nonrealistic..mostly weird once again.,0
1568, not really. im just trying to get through them,0
1569, yes :),0
1570, Not currently,0
1571, Nahh,0
1572, Are you anonymous?,0
1573, dog definantly,0
1574, nope. half korean,0
1575, yes sure am :),0
1576, very generous.,0
1577, I believe so :),0
1578, most of the time,0
1579, LEADER <3,0
1580, Not in a hey lets get drunk and puke our guts out  not remember anything tomorrow and have a headache kind of girl. r Just a laugh at everything for no reason  do the random robot in public  social in every aspect kind of party girl :],0
1581, PRIVATE.,0
1582, Of course. We the people are the government :]r all people should vote.,0
1583, yes more than no. and because i roll with the punches. but like to think ahead at the same time haha,0
1584, Not at all,0
1585, yes again,0
1586, Not at all. I like my space  that's for sure. And I hate clingy touchy blahhh ha,0
1587, no lol i dont really get any,0
1588, Definantly not. Im a thrill seeker.,0
1589, Nahhhh they're kinda neat to watch.,0
1590, yes.,0
1591, Not currently.,0
1592, Yes :),0
1593, No worse. I woke up with a stuffy nose :[,0
1594, not at the time,0
1595, Shore am :] Timothy Carson.,0
1596, Nahh,0
1597, nopee,0
1598, yes actually. my yearly female doc's visit. this tuesday.. haha,0
1599, nahh,0
1600, Not at all,0
1601, Nope. drinkin water.,0
1602, not too much. used to be when i was little,0
1603, You know it :],0
1604, Yes i think so ;),0
1605, not currently,0
1606, Happiness is too complicated to say yes or no. I like to think so.,0
1607, Not currently. And im in nursing school. on a waiting list to be exact :0,0
1608, yes,0
1609, Yes. Paramore :],0
1610, I can be both at times. I usually talk to no end. But theres always a time and a place to be social or to jjust be quite.,0
1611, Proton definantly. Positive polly yes i am :],0
1612, Yes. Karma :],0
1613, I like them. How'd you know?,0
1614, Yes as a matter of fact. why does that make me a one of those people??,0
1615, Y E S,0
1616, when it matters,0
1617, Yes. When its nescessary,0
1618, more likely to wait it out.,0
1619, random. because live would be boring if i weren't :) and no i wouldnt because i like how i am . every part of me :),0
1620, Yes. im with them now,0
1621,Are you shy around the opposite sex?,0
1622, Haha I don't really hear much about him anymore. But I respect him as an artist. A person  he may have been a little off his rocker but as an artist. Mass respect :],0
1623, silly usually. not serious but lately i have been,0
1624, nahhh not really,0
1625, Yes. I like to think so.,0
1626, Nope. What'd ya mean Still shy?,0
1627, very much so when it comes to things i believe in or think i should stand up for..,0
1628, Studying to be a nurse. Working to save the world with kindness <3,0
1629, your good. haha,0
1630, Yes I believe so. I try to be kind to everyone and make the world a little bit better somehow :],0
1631, Definantly. I just haven't found anyone like me.,0
1632, Most of the time :],0
1633, Most of the time. Sometimes I wish I could be more for others but At the time  My hands are tied with money and trying to get ahead.,0
1634, No. I tend to feel a self-importance but it's certianly not fake. I don't believe so :],0
1635, Nope. I don't eat much meat actually but I don't think I need to label myself to eat what I want when I want it. lol. I lovee me some veggies <3,0
1636, yes.,0
1637, Not currently. :/,0
1638, they used to be and i like them to be that way but any more with timothy in my life they arent,0
1639, weird. not sweet but not really bad. just weird...like putting potatoes in the refriderator or thinkin the world is ending and im dancing in weird clothes or jumping around yelling in public. hahaha so weird. i know.,0
1640, Nope.,0
1641, folded,0
1642, FOldeD.,0
1643, It really depends on my mood and the type of people im around. Im very good at starting conversations but if Im around someone else thats doing a lot of talking  I may just be a bit backwards cause I don't like to steal the light :),0
1644, I collected beanie babies when i was younger :) loved them had cases for them and everything!!,0
1645, well today it was formspring but usually facebook,0
1646, Thnks :],0
1647, Nope.,0
1648, Haha thanks lady. r Worst habit: giving everyone the benefit of the doubt.,0
1649, Lovee them! I wanna taste a beetle then.,0
1650, No. Being Atheist is someone who denies the existence of God. Period. And you asked my opinion so please don't argue my opinion about something I don't personally care about anyways. If you want to be athiest  then be it. If you don't  then don't. I don't care. r Its your life.,0
1651, spanish,0
1652, america is where i want to spend the rest of my life. but i wouldnt mind living in the phillipines for a while  backpack in the european countries for a year or so and then travel around to the southern america countries like peru and aruba to see mayan ruins and jungleness :D I have plenty of place i want to see. Egypt. Bangkok. Paris.,0
1653, Idk I think it swings both ways pretty strongly. The human race is never satisfied and I believe that both sexes have the tendencey to cheat. At all ages and for all reasons.,0
1654, I wear undies dude. hahaha,0
1655, Dark. I am a vampire. I am a vampire.,0
1656, Whats up doc?,0
1657, Camping!! :],0
1658, nope,0
1659, yes. if square aliens came to see us. hahaha or if the tractors would get more creative..one of the two! :),0
1660, encore! encore! suree hahaha,0
1661, Nopee mr anonymouser.,0
1662, Sometimes if your daydreaming but then your daydreaming so its not nothing..haha,0
1663, yes  i just cant spell it. lol r orangatang? hahahahha,0
1664, Yes. Standing over the border line. Ive been in Ohio and indiana at the same time :),0
1665, Can you see the moon at night? Sometimes :) hahha,0
1666, yes but i dont like to. i have this crazy fear of thinking if i just do it one more time my eyes will be stuck like that and i should lf just been satisfied with knowing i did it the last time. hahaha im a weirdo. but ya never know' ya know?!!,0
1667, Yes i just did one the other day. haha,0
1668, yup sure can :),0
1669, I love to draw. I took 3 years of Studio Art in HS and you had to turn in a portfolio to get in the class.. ;),0
1670, no. i suck.,0
1671, in my head :],0
1672, yes! haha neat trait of mine.. i can plug my nose with my lips :],0
1673, Thomas Gibson. He's an actor.,0
1674, Shore I'd be happy too!!!! :),0
1675, I have before. but its been a while. I can do anything :),0
1676, Yes. and do the fourleaf clover thing :),0
1677, nahh,0
1678, I am the master at skippping rocks!,0
1679, I can sleep in anything when im really tired lol,0
1680, yes. my sister. all the time,0
1681, Usually I can.,0
1682, yeah if i tried.,0
1683, cheesecake. hmmmm yes cheesecake. raspberry swirl cheesecake ;),0
1684, Cheetos!!! Soo cheeseyyy :),0
1685, vanilla.,0
1686, Christina always.,0
1687, not bad haha,0
1688, Well that wasn't fair because I was eating while reading this question  so when I closed my eyes... I just thought about how awesome this sandwiche is tasting hahahaha yum. :),0
1689, comedy,0
1690, carrie underwood concert. it was awesome :],0
1691, yes. haha,0
1692, yes if i was starving. theyre filled with lots of juicy vitamins.,0
1693, possibly,0
1694, Most definantly. Im in gym shorts and a tank. no makeup and ready to run :] hahaha but unfortunately formspring is keeping me inside! hahahaha,0
1695, .,0
1696, how to survive in this crazy khaos of a world i live in.,0
1697, money. like always,0
1698, Thank you lady :],0
1699, well its real meaning is a female dog. :) ahhahar but I would define it as:r An inconsiderate person that doesn't care what people think nor if or how they hurt another persons feelings. Someone who is usually insecure of themselves and have to put other people down to make themselves feel better about ones self. hahaha,0
1700, I have him. My Timmy :]r He's super in everyway possible. Sweet and sensitive enough to understand but hard and can stand his ground when it comes down to it. A little over protective but only enough to show that he truly cares. He brings flowers home for me being his girlfriend day! :] If I want anything he'd get it but knows I have everything I want. Compassionate and caring and loves everything that I do. He enjoys all the same foods as I do and is open to exploring new boundaries he's never expierenced. Ohh and He let's me be crazy about things that Im so passionate about  that most guys would laugh at and make fun of. Recycling  planting flowers and smiling at people just because I want to make their day! :] He's perfect for me. He understands me in every aspect a man could. Hes sweet enough to damper my attitude and sarcasm at times but bullheaded enough to not always give in to me. Lets me whine if I want attention and holds me more than I could ever want to be held. I love him. And for me  hes my perfet guy! <3r Ohh and he's a super sexxy stud :] of course.,0
1701, HMM..REAL? I guess it was in 8th grade. my first date  movie date with another guy and two other couples. haha if that's what you call 8th graders dating. Anyway we all went to see a movie..i dont remember what the movie was but it was all awkwardness and trying to be older than we were. I remember keeping my hand still for the entire movie while he held it  and my hand was numb tingling and was trying to go to sleep the entire time. It was rediculous thinking about it now..hahahha,0
1702, Sunshine. Lots of food and hanging with my boyfriend and family :]r Awesomeness.,0
1703, (right now) hungry  sick  tired.r [always] happy  selfless  trusting.,0
1704, I'm a blunt and funny dancing alien that doesn't care what anyone thinks and loves to have fun. ;],0
1705, he has actually. and i thought if we were ggoing to keep conversating you would reveal your anonymousness. you know you asked buncha ppl bout their feet..lol,0
1706, He says he did :] haha,0
1707, robin in batman. i thought robin was the best and thought he should be the star!! hahah and my favorite power was..? hmm..well i guess spidermans powers. he is sick. haha,0
1708, Nopee. Its been a while actually lol,0
1709, yeshh :),0
1710, No school for me,0
1711, sometimes,0
1712, church camp once. it was fun but we got kicked out.,0
1713, yes.,0
1714, not really,0
1715, yes of course!,0
1716, Yes. and Yes. hahah Ive been answering questions forever and still have like 450 questions. I feel like im never going to get through them all. Im trying though!! Sorry I hadn't gotten on here for a couple weeks. Big mistake. I have like two other spammers that killed my inbox so im still trying to catch up. :],0
1717, yes i did :),0
1718, MOst dEfinAntly. <3,0
1719, Not today. I havent even been out of the house.haha,0
1720, no i didn't actually,0
1721, haha. does that really work on people? i am gullible at times but really?,0
1722, Not at all,0
1723, Yes ma'am :] thank you lady.,0
1724, yes.,0
1725, Nope.,0
1726, nope. but i wink at timmy sometimes :],0
1727, I had to listen to my parents. Not listening wasn't an option but once I got older and moved out now i take their advice with a grain of salt and do what i want :),0
1728, My best friend is married to a guy that has a little 2 year old girl,0
1729, yes,0
1730, yes they do,0
1731, Hmmm perhaps?,0
1732, well rapists i think deserve what they do..its a touchy subject,0
1733, yes. they love to buzz.,0
1734, first.,0
1735, idk?,0
1736, sometimes when theyre trying to be gangsta or ignorant,0
1737, yes. and its a little creepy,0
1738, Yes i believe so,0
1739, i have no idea? hahaha,0
1740, Do you have a name?,0
1741, No but not because I don't like them  I just think their overated. I have a pair of shoestringless nike that I rock :) their sweet cause they loook like gym shoes but their slip on and offs! lovee em.,0
1742, i can play a little guitar and learning the violin,0
1743, haha my brother does! I think its funny,0
1744, usually,0
1745, I never wear a watch. i dont like time.,0
1746, Not yet ;] Sure hope so here soon!! :D,0
1747, NOpE,0
1748, no.,0
1749, yes for most,0
1750, Yes I do.,0
1751, yes i think so,0
1752, No. Only because if it were up to fate then noone truly has any choices in life. And well i don't like to be told what to do. I like making my own mind up! :],0
1753, Karma YES. Destiny NO.,0
1754, I like to think so. :/,0
1755, I guess. so,0
1756, no.,0
1757, Perhaps not a reason  but a purpose yes. :],0
1758, no,0
1759, Yes.,0
1760, nope not really  do you?,0
1761, Not really,0
1762, not too often.,0
1763, No.. hate that.,0
1764, i dont think so,0
1765, make my own path. always. i like the untaken path.,0
1766, Not really but I do like animals. Just not to make love to them. ha,0
1767, yes =D,0
1768, used to don't anymore..,0
1769, keep it inside. almost always,0
1770, keep it inside. always,0
1771, Sometimes I do. Its usually when I stub my toe or are talking really passionately about something when Im mad or irrated. I think its really more a way to make yourself look unintelligent. Most people that do often or like in every sentence just don't have anything better to say..haha just my opinion.,0
1772, nope,0
1773, Not in the shower but i do in the stand up tanning beds hahahha,0
1774, Yes and its never things I can remember. I just daze off lol,0
1775, nahh,0
1776, yes.,0
1777, have to,0
1778, sometimes.,0
1779, Lots :) show your face.,0
1780, most of the time,0
1781, yes.,0
1782, i try to,0
1783, not really,0
1784, Yes I have actually.,0
1785, no but i should more often im sure,0
1786, yes but i dont much anymore..... things for others is most fun!,0
1787, Any time i think about doin that i forget im counting and then by the time i get to the end im like dang it!! haha,0
1788, I do bird watch actually,0
1789, nope,0
1790, N E V E R.,0
1791, Yes. And im sure there are tons that soo could.,0
1792, yes,0
1793, Yes. all the time :),0
1794, not at all!!! I smile too much,0
1795, Not really only for conversation.,0
1796, used to with my ma. general hospital is the shiz :],0
1797, no i should but i do yoga a bit so twice a week?,0
1798, sometimes. i did that a lot when i was sick this past wk,0
1799, Fear. Only because of the corruptness of it all.,0
1800, I dont think so :/,0
1801, nop.e,0
1802, yes,0
1803, not really . I like meeting new people,0
1804, Yes. very sometimes.,0
1805, No. Usually question it. cause most people that say sorry are only saying it. its a word. it mearly has no meaning and therefore to me  seizes existence.,0
1806, opposite.,0
1807, not really being that i am one as well.,0
1808, yeeah,0
1809, Yes.,0
1810, Nope. Show your face? why dont you?,0
1811, very much so!,0
1812, I love cameras. Show your face yooo,0
1813, If I care about the person lying to me..,0
1814, nope,0
1815, not at all :) look away haha,0
1816, not too easy.,0
1817, No. Im with my first and am gladly in love with him-r HARD TO GET is always BETTER! :),0
1818, Wayyyy tooooo easilyyyyyyy!,0
1819, depends on the question really but both :),0
1820, First.,0
1821, Not currently. Used to..,0
1822, idk,0
1823, Home alone  yes.,0
1824, Nahh hates a strong word.,0
1825, no. haha Show YOUR FAce.,0
1826, nope,0
1827, no,0
1828, i think everyone does,0
1829, Hmm I love the beatles :],0
1830, He's not really one of my favorites. But i likes MASK.,0
1831, not really,0
1832, Only thongs. And honestly I never understood why women wear them because they are literally the most uncomfortable things to wear. I feel like my asscheeks have no underwire like a bra. haha its hard to explain. r But now I wear them because they make me feel sexy. So if Im in a spicy mood I wear them :),0
1833, doesnt everyone..,0
1834, Janet son of a gun. haha,0
1835, I do yoga. :],0
1836, Nope.,0
1837, I could have a better one. :(,0
1838, No  nowhere and nothing. haha,0
1839,Do you have a twitching problem?:,0
1840, not clinically but i think so sometiems hahhahha,0
1841, innie.,0
1842, Nahhh. only that the occean is dispicably turning to oil at the rate of people saying ohh who really cares and the welfare of the creatures living in it is in our hands....not too much of a concern thooough...,0
1843, Not really. I wanna go back to gatliburg..i gotta necklace from one of the gem places up in the mountians and the head on the necklace broke. so i wanna get it fixed. :] haha but other than that. the beach would be nice but were tyring to get a house around here so idk if money will work.,0
1844, Not that im aware of thankfully,0
1845, a hemp bracelet my sister made me on my left wrist and my two favorite rings :]r Earrings too...lets count  8 others :),0
11, Nope,0
